base,target,top0,top1,top2,top3,top4,k_order,k_score
ferret__dook,monkey__chatter,ferret__dook,locke__descartes,pascal__hume,cat__shilling,magpie__chatter,,
fox__howl,monkey__chatter,fox__howl,wolf__howl,coyote__howl,bear__growl,leopard__growl,,
deer__bellow,cattle__moo,deer__bellow,moose__bellow,elk__bellow,leopard__growl,fox__howl,,
gorilla__grunt,bee__buzz,gorilla__grunt,bear__growl,fox__howl,wolf__howl,lion__roar,,
magpie__chatter,mule__bray,magpie__chatter,monkey__chatter,cicada__buzz,rat__squeak,hornet__buzz,,
whale__sing,gorilla__grunt,whale__sing,chimpanzee__scream,snake__hiss,fox__howl,leopard__growl,,
beetle__drone,seal__bark,beetle__drone,beetle__squirrel,beetle__tiger,raven__horse,beetle__pigeon,,
cattle__moo,alpaca__bray,cattle__moo,sheep__baa,donkey__bray,pigeon__coo,goat__bleat,,
bee__buzz,ferret__dook,bee__buzz,hornet__buzz,wasp__buzz,cicada__buzz,songbird__chirrup,,
cicada__buzz,ferret__dook,cicada__buzz,wasp__buzz,hornet__buzz,bee__buzz,cricket__chirp,,
fly__buzz,frog__ribbit,fly__buzz,bee__buzz,cricket__chirp,hornet__buzz,songbird__chirrup,,
elk__bellow,mule__bray,elk__bellow,moose__bellow,deer__bellow,pig__oink,bear__growl,,
chicken__cluck,mouse__squeak,chicken__cluck,raven__caw,duck__quack,horse__neigh,songbird__chirrup,,
moose__bellow,ferret__dook,moose__bellow,elk__bellow,deer__bellow,leopard__growl,bear__growl,,
snake__hatchling,woodchuck__kit,snake__hatchling,cockroach__nymph,gorilla__infant,butterfly__larva,elephant__calf,,
salmon__smolt,skunk__kit,salmon__smolt,seeds__wither,flower__blossom,snow__drift,steam__evaporate,,
elephant__calf,pig__piglet,elephant__calf,ox__calf,gorilla__infant,ape__baby,camel__calf,,
beetle__larva,fish__fingerling,beetle__larva,cricket__larva,butterfly__larva,horse__foal,seal__pup,,
raccoon__kit,wolf__cub,raccoon__kit,woodchuck__kit,muskrat__kit,ferret__kit,badger__kit,,
fish__fingerling,cricket__larva,fish__fingerling,goldfish__fingerling,trout__fingerling,herring__fingerling,gibbon__chinchilla,,
goat__kid,snake__hatchling,goat__kid,chimpanzee__baby,sheep__lamb,cattle__calf,camel__calf,,
bear__cub,beetle__larva,bear__cub,wolf__cub,panda__cub,buffalo__calf,whale__calf,,
goldfish__fingerling,insect__larva,goldfish__fingerling,trout__fingerling,horse__mule,gorilla__monkey,fish__fingerling,,
whale__calf,raccoon__kit,whale__calf,buffalo__calf,camel__calf,shark__cub,wolf__cub,,
skunk__kit,salmon__smolt,skunk__kit,ferret__kit,woodchuck__kit,badger__kit,weasel__kit,,
mink__kit,cicada__nymph,mink__kit,hamburger__sandwich,money__budget,tuxedo__wardrobe,photo__album,,
rabbit__bunny,ox__calf,rabbit__bunny,snake__serpent,child__kid,bicycle__bike,airplane__aeroplane,,
gorilla__infant,snake__hatchling,gorilla__infant,ape__baby,lion__cub,elephant__calf,tiger__cub,,
camel__calf,shark__cub,camel__calf,whale__calf,ox__calf,buffalo__calf,elephant__calf,,
tiger__cub,camel__calf,tiger__cub,shark__cub,lion__cub,whale__calf,wolf__cub,,
panda__cub,fish__fingerling,panda__cub,wolf__cub,bear__cub,chimpanzee__baby,shark__cub,,
horse__foal,weasel__kit,horse__foal,seal__pup,deer__fawn,chimpanzee__baby,monkey__infant,,
butterfly__larva,whale__calf,butterfly__larva,cricket__larva,beetle__larva,seal__pup,snake__hatchling,,
cat__kitten,pig__piglet,cat__kitten,dog__puppy,trout__fingerling,goldfish__fingerling,butterfly__larva,,
wolf__cub,elephant__calf,wolf__cub,bear__cub,panda__cub,shark__cub,whale__calf,,
deer__fawn,monkey__infant,deer__fawn,horse__foal,camel__calf,panda__cub,chimpanzee__baby,,
woodchuck__kit,cattle__calf,woodchuck__kit,ferret__kit,raccoon__kit,badger__kit,muskrat__kit,,
herring__fingerling,seal__pup,herring__fingerling,toad__ribbit,fish__fingerling,frog__ribbit,book__paperback,,
bee__larva,badger__kit,bee__larva,wolf__cub,bear__cub,panda__cub,monkey__infant,,
insect__larva,fish__fingerling,insect__larva,beetle__larva,cricket__larva,seal__pup,butterfly__larva,,
cicada__nymph,salmon__smolt,cicada__nymph,cockroach__nymph,hornet__pigeon,herring__butterfly,scorpion__monkey,,
trout__fingerling,raccoon__kit,trout__fingerling,goldfish__fingerling,cat__kitten,gorilla__monkey,dolphin__trout,,
ox__calf,mink__kit,ox__calf,elephant__calf,camel__calf,lion__cub,whale__calf,,
ferret__kit,horse__foal,ferret__kit,woodchuck__kit,weasel__kit,badger__kit,raccoon__kit,,
badger__kit,fish__fingerling,badger__kit,weasel__kit,woodchuck__kit,muskrat__kit,ferret__kit,,
cricket__larva,cicada__nymph,cricket__larva,butterfly__larva,beetle__larva,seal__pup,horse__foal,,
chimpanzee__baby,goldfish__fingerling,chimpanzee__baby,monkey__infant,goat__kid,horse__foal,seal__pup,,
seal__pup,whale__calf,seal__pup,horse__foal,monkey__infant,chimpanzee__baby,panda__cub,,
lion__cub,badger__kit,lion__cub,tiger__cub,shark__cub,wolf__cub,whale__calf,,
beaver__kit,insect__larva,beaver__kit,badger__kit,weasel__kit,raccoon__kit,woodchuck__kit,,
duck__duckling,goat__kid,duck__duckling,pig__piglet,sheep__lamb,monkey__infant,deer__fawn,,
cockroach__nymph,whale__calf,cockroach__nymph,snake__hatchling,butterfly__larva,cicada__nymph,cricket__larva,,
ape__baby,muskrat__kit,ape__baby,gorilla__infant,elephant__calf,tiger__cub,lion__cub,,
sheep__lamb,ferret__kit,sheep__lamb,duck__duckling,goat__kid,pig__piglet,horse__foal,,
pig__piglet,shark__cub,pig__piglet,duck__duckling,camel__calf,deer__fawn,goat__kid,,
fly__grub,skunk__kit,fly__grub,bee__larva,hound__pigeon,chicken__egg,detective__clue,,
dog__puppy,whale__calf,dog__puppy,cat__kitten,butterfly__larva,trout__fingerling,beetle__larva,,
weasel__kit,trout__fingerling,weasel__kit,ferret__kit,badger__kit,woodchuck__kit,beaver__kit,,
cattle__calf,wolf__cub,cattle__calf,buffalo__calf,goat__kid,whale__calf,camel__calf,,
speech__speechless,effort__effortless,speech__speechless,wit__witless,talent__talentless,passion__passionless,tact__tactless,,
bone__boneless,leg__legless,bone__boneless,soul__soulless,spine__spineless,unfetter__pinioned,fixed__interesting,,
friend__friendless,spine__spineless,friend__friendless,child__childless,god__godless,meat__meatless,wit__witless,,
arm__armless,emotion__emotionless,arm__armless,leg__legless,tooth__toothless,sensor__sensorless,hair__hairless,,
friction__frictionless,sensor__sensorless,friction__frictionless,odor__odorless,error__errorless,hair__hairless,emotion__emotionless,,
remorse__remorseless,tooth__toothless,remorse__remorseless,guile__guileless,breath__breathless,guilt__guiltless,error__errorless,,
leg__legless,error__errorless,leg__legless,arm__armless,tooth__toothless,sensor__sensorless,hair__hairless,,
collar__collarless,passion__passionless,collar__collarless,hair__hairless,meat__meatless,error__errorless,emotion__emotionless,,
mirth__mirthless,ruth__ruthless,mirth__mirthless,passion__passionless,wit__witless,emotion__emotionless,tact__tactless,,
odor__odorless,faith__faithless,odor__odorless,friction__frictionless,error__errorless,emotion__emotionless,hair__hairless,,
path__pathless,heart__heartless,path__pathless,window__windowless,thought__thoughtless,error__errorless,money__moneyless,,
penny__penniless,soul__soulless,penny__penniless,soul__soulless,bone__boneless,spine__spineless,money__cheap,1,0.712728202
god__godless,tooth__toothless,god__godless,friend__friendless,child__childless,meat__meatless,passion__passionless,,
child__childless,tooth__toothless,child__childless,friend__friendless,meat__meatless,god__godless,wit__witless,,
guilt__guiltless,collar__collarless,guilt__guiltless,emotion__emotionless,guile__guileless,passion__passionless,error__errorless,,
talent__talentless,breath__breathless,talent__talentless,luck__luckless,faith__faithless,tact__tactless,passion__passionless,,
life__lifeless,death__deathless,life__lifeless,passion__passionless,mirth__mirthless,thought__thoughtless,emotion__emotionless,,
ruth__ruthless,money__moneyless,ruth__ruthless,fast__quick,serious__seriousness,tasty__delicious,harsh__strict,,
gender__genderless,luck__luckless,gender__genderless,odor__odorless,carbon__carbonless,ego__egoless,friction__frictionless,,
luck__luckless,speech__speechless,luck__luckless,talent__talentless,faith__faithless,tact__tactless,passion__passionless,,
goal__goalless,soul__soulless,goal__goalless,path__pathless,soul__soulless,error__errorless,gender__genderless,2,0.700968862
meat__meatless,tact__tactless,meat__meatless,hair__hairless,money__moneyless,mirth__mirthless,passion__passionless,,
death__deathless,collar__collarless,death__deathless,guilt__guiltless,breath__breathless,speech__speechless,guile__guileless,,
hair__hairless,friction__frictionless,hair__hairless,tooth__toothless,meat__meatless,odor__odorless,emotion__emotionless,,
money__moneyless,path__pathless,money__moneyless,meat__meatless,emotion__emotionless,sensor__sensorless,passion__passionless,,
effort__effortless,home__homeless,effort__effortless,thought__thoughtless,sound__quiet,odor__odorless,error__errorless,,
error__errorless,heart__heartless,error__errorless,emotion__emotionless,odor__odorless,guilt__guiltless,friction__frictionless,,
breath__breathless,child__childless,breath__breathless,emotion__emotionless,guilt__guiltless,error__errorless,mirth__mirthless,,
guile__guileless,tooth__toothless,guile__guileless,guilt__guiltless,emotion__emotionless,breath__breathless,error__errorless,,
tooth__toothless,arm__armless,tooth__toothless,leg__legless,hair__hairless,arm__armless,sensor__sensorless,3,0.923481584
thought__thoughtless,meat__meatless,thought__thoughtless,error__errorless,money__moneyless,meat__meatless,emotion__emotionless,3,0.878614962
soul__soulless,mirth__mirthless,soul__soulless,bone__boneless,thought__thoughtless,art__artless,heart__heartless,,
home__homeless,breath__breathless,home__homeless,county__nomad,vacation__employee,galaxy__nomad,mountain__climber,,
sleeve__sleeveless,speech__speechless,sleeve__sleeveless,pleasant__unpleasant,tasteful__distasteful,veiled__unveiled,worse__simpler,,
spine__spineless,heart__heartless,spine__spineless,bone__boneless,soul__soulless,leg__legless,fracture__separable,,
defence__defenceless,remorse__remorseless,defence__defenceless,quarantine__patient,home__homeless,law__lawless,protect__protectable,,
emotion__emotionless,path__pathless,emotion__emotionless,passion__passionless,error__errorless,guilt__guiltless,mirth__mirthless,,
window__windowless,death__deathless,window__windowless,sensor__sensorless,child__childless,path__pathless,meat__meatless,,
heart__heartless,speech__speechless,heart__heartless,tact__tactless,passion__passionless,ego__egoless,faith__faithless,,
passion__passionless,art__artless,passion__passionless,tact__tactless,mirth__mirthless,wit__witless,talent__talentless,,
ego__egoless,hair__hairless,ego__egoless,emotion__emotionless,sensor__sensorless,odor__odorless,passion__passionless,,
carbon__carbonless,defence__defenceless,carbon__carbonless,gender__genderless,odor__odorless,hair__hairless,sensor__sensorless,,
sensor__sensorless,tact__tactless,sensor__sensorless,ego__egoless,money__moneyless,leg__legless,tooth__toothless,,
faith__faithless,effort__effortless,faith__faithless,talent__talentless,luck__luckless,tact__tactless,passion__passionless,,
tact__tactless,sleeve__sleeveless,tact__tactless,passion__passionless,talent__talentless,faith__faithless,mirth__mirthless,,
version__versions,government__governments,version__versions,estimate__estimates,activity__activities,variety__varieties,role__roles,,
period__periods,village__villages,period__periods,month__months,week__weeks,century__centuries,area__areas,,
event__events,science__sciences,event__events,fact__facts,idea__ideas,activity__activities,role__roles,,
car__cars,resource__resources,car__cars,computer__computers,banana__bananas,melon__melons,cat__cats,,
customer__customers,college__colleges,customer__customers,student__students,user__users,member__members,player__players,,
council__councils,fact__facts,council__councils,town__towns,army__armies,university__universities,country__countries,,
player__players,year__years,player__players,student__students,user__users,wife__wives,secretary__secretaries,,
solution__solutions,resource__resources,solution__solutions,problem__problems,event__events,fact__facts,theory__theories,,
difference__differences,month__months,difference__differences,responsibility__responsibilities,loss__losses,opportunity__opportunities,duty__duties,,
idea__ideas,version__versions,idea__ideas,fact__facts,event__events,color__colors,product__products,,
fact__facts,development__developments,fact__facts,idea__ideas,event__events,property__properties,product__products,,
friend__friends,user__users,friend__friends,customer__customers,man__men,student__students,wife__wives,,
street__streets,friend__friends,street__streets,road__roads,town__towns,village__villages,country__countries,,
road__roads,director__directors,road__roads,street__streets,river__rivers,website__websites,building__buildings,,
website__websites,student__students,website__websites,theory__theories,application__applications,story__stories,song__songs,,
month__months,friend__friends,month__months,week__weeks,year__years,hour__hours,century__centuries,,
area__areas,album__albums,area__areas,county__counties,department__departments,community__communities,country__countries,,
user__users,player__players,user__users,student__students,player__players,member__members,customer__customers,2,0.955444872
